,Group_ID,Study_ID,Label
834,264,6238,NOT ENOUGH INFORMATION
835,,9981,SUPPORTED
836,,13598,SUPPORTED
837,,14707,SUPPORTED
838,265,2918,SUPPORTED
839,,6240,NOT ENOUGH INFORMATION
840,,14450,NOT ENOUGH INFORMATION
841,266,6241,SUPPORTED
842,,7949,SUPPORTED
843,,13429,SUPPORTED
844,,14437,SUPPORTED
845,267,6265,SUPPORTED
846,,10575,SUPPORTED
847,,14261,NOT ENOUGH INFORMATION
848,268,6271,SUPPORTED
849,,11730,SUPPORTED
850,,13423,SUPPORTED
851,,14163,SUPPORTED
852,269,1157,SUPPORTED
853,,4285,SUPPORTED
854,,6306,SUPPORTED
855,,8616,SUPPORTED
856,,14316,NOT ENOUGH INFORMATION
857,270,6312,NOT ENOUGH INFORMATION
858,,15967,REFUTED
859,271,1594,SUPPORTED
860,,6314,SUPPORTED
861,,12796,NOT ENOUGH INFORMATION
862,,15674,REFUTED
863,272,6348,REFUTED
864,,14853,NOT ENOUGH INFORMATION
865,273,6361,SUPPORTED
866,,10543,SUPPORTED
867,,14082,SUPPORTED
868,274,6370,REFUTED
869,,9678,REFUTED
870,,15956,SUPPORTED
871,275,6372,NOT ENOUGH INFORMATION
872,,15407,NOT ENOUGH INFORMATION
873,276,6385,SUPPORTED
874,,16182,SUPPORTED
875,277,6394,NOT ENOUGH INFORMATION
876,,10333,NOT ENOUGH INFORMATION
877,,15309,NOT ENOUGH INFORMATION
878,278,6397,SUPPORTED
879,,14478,SUPPORTED
880,279,6428,SUPPORTED
881,,15389,SUPPORTED
882,280,6435,SUPPORTED
883,,8462,SUPPORTED
884,,13981,SUPPORTED
885,,15303,SUPPORTED
886,281,6478,NOT ENOUGH INFORMATION
887,,15455,NOT ENOUGH INFORMATION
888,282,6505,SUPPORTED
889,,10587,NOT ENOUGH INFORMATION
890,283,6506,SUPPORTED
891,,12325,NOT ENOUGH INFORMATION
892,,14367,NOT ENOUGH INFORMATION
893,284,3810,NOT ENOUGH INFORMATION
894,,6521,NOT ENOUGH INFORMATION
895,,8866,NOT ENOUGH INFORMATION
896,285,6528,NOT ENOUGH INFORMATION
897,,10719,NOT ENOUGH INFORMATION
898,286,6545,NOT ENOUGH INFORMATION
899,,12351,NOT ENOUGH INFORMATION
900,287,3141,SUPPORTED
901,,6570,NOT ENOUGH INFORMATION
902,,11171,NOT ENOUGH INFORMATION
903,,14239,NOT ENOUGH INFORMATION
904,288,3138,SUPPORTED
905,,6594,SUPPORTED
906,,9937,SUPPORTED
907,,12195,SUPPORTED
908,,13736,REFUTED
909,,15090,SUPPORTED
910,289,6621,NOT ENOUGH INFORMATION
911,,11319,NOT ENOUGH INFORMATION
912,290,6661,SUPPORTED
913,,15215,NOT ENOUGH INFORMATION
914,291,6665,NOT ENOUGH INFORMATION
915,,11555,REFUTED
916,,14893,REFUTED
917,292,4533,NOT ENOUGH INFORMATION
918,,6667,NOT ENOUGH INFORMATION
919,,14899,NOT ENOUGH INFORMATION
920,293,1194,NOT ENOUGH INFORMATION
921,,6681,NOT ENOUGH INFORMATION
922,,10038,NOT ENOUGH INFORMATION
923,,14823,NOT ENOUGH INFORMATION
924,294,2714,SUPPORTED
925,,6698,NOT ENOUGH INFORMATION
926,,12315,NOT ENOUGH INFORMATION
927,,15287,NOT ENOUGH INFORMATION
928,295,6701,REFUTED
929,,10125,REFUTED
930,,14271,SUPPORTED
931,296,6721,SUPPORTED
932,,11567,SUPPORTED
933,,15421,NOT ENOUGH INFORMATION
934,297,6737,NOT ENOUGH INFORMATION
935,,9617,REFUTED
936,,12927,REFUTED
937,,14865,REFUTED
938,298,6742,SUPPORTED
939,,10362,SUPPORTED
940,,11035,SUPPORTED
941,,14982,SUPPORTED
942,299,1933,REFUTED
943,,5460,NOT ENOUGH INFORMATION
944,,6771,SUPPORTED
945,300,1765,SUPPORTED
946,,6776,SUPPORTED
947,,10722,SUPPORTED
948,301,6779,SUPPORTED
949,,12199,SUPPORTED
950,,14388,SUPPORTED
951,302,2921,SUPPORTED
952,,6781,SUPPORTED
953,,11981,SUPPORTED
954,,15959,SUPPORTED
955,303,2067,SUPPORTED
956,,5462,NOT ENOUGH INFORMATION
957,,6784,NOT ENOUGH INFORMATION
958,304,5461,REFUTED
959,,6819,SUPPORTED
960,305,6765,NOT ENOUGH INFORMATION
961,,6827,NOT ENOUGH INFORMATION
962,,12782,NOT ENOUGH INFORMATION
963,,15052,NOT ENOUGH INFORMATION
964,306,6854,SUPPORTED
965,,9877,SUPPORTED
966,,14037,SUPPORTED
967,307,6864,REFUTED
968,,14991,REFUTED
969,308,6877,NOT ENOUGH INFORMATION
970,,11133,NOT ENOUGH INFORMATION
971,,13891,NOT ENOUGH INFORMATION
972,309,6889,NOT ENOUGH INFORMATION
973,,14402,SUPPORTED
974,310,6893,NOT ENOUGH INFORMATION
975,,10557,SUPPORTED
976,,14099,SUPPORTED
977,311,6901,SUPPORTED
978,,9839,SUPPORTED
979,,15135,SUPPORTED
980,312,6904,NOT ENOUGH INFORMATION
981,,10337,SUPPORTED
982,,14819,NOT ENOUGH INFORMATION
983,313,6906,NOT ENOUGH INFORMATION
984,,14562,NOT ENOUGH INFORMATION
985,314,6913,REFUTED
986,,13884,REFUTED
987,,16491,REFUTED
988,315,1578,SUPPORTED
989,,3930,SUPPORTED
990,,6936,SUPPORTED
991,,14889,SUPPORTED
992,316,6956,SUPPORTED
993,,11950,SUPPORTED
994,,15647,SUPPORTED
995,317,2321,SUPPORTED
996,,6968,SUPPORTED
997,,15069,SUPPORTED
998,318,6976,NOT ENOUGH INFORMATION
999,,13473,SUPPORTED
1000,319,6985,NOT ENOUGH INFORMATION
1001,,14882,SUPPORTED
1002,320,7001,SUPPORTED
1003,,8685,SUPPORTED
1004,,11138,SUPPORTED
1005,,14276,SUPPORTED
1006,321,7006,NOT ENOUGH INFORMATION
1007,,13639,NOT ENOUGH INFORMATION
1008,322,7008,SUPPORTED
1009,,9851,NOT ENOUGH INFORMATION
1010,323,4559,SUPPORTED
1011,,7012,SUPPORTED
1012,,10372,NOT ENOUGH INFORMATION
1013,324,6952,SUPPORTED
1014,,7016,SUPPORTED
1015,,9843,SUPPORTED
1016,,15049,SUPPORTED
1017,325,7021,SUPPORTED
1018,,9853,NOT ENOUGH INFORMATION
1019,326,7042,NOT ENOUGH INFORMATION
1020,,14467,NOT ENOUGH INFORMATION
1021,327,7051,NOT ENOUGH INFORMATION
1022,,15028,NOT ENOUGH INFORMATION
1023,328,7076,REFUTED
1024,,13847,REFUTED
1025,,14685,REFUTED
1026,329,1727,SUPPORTED
1027,,7096,SUPPORTED
1028,,11789,SUPPORTED
1029,,14973,SUPPORTED
1030,330,7115,REFUTED
1031,,15463,SUPPORTED
1032,331,491,REFUTED
1033,,7130,REFUTED
1034,,14383,REFUTED
1035,332,7144,NOT ENOUGH INFORMATION
1036,,14703,NOT ENOUGH INFORMATION
1037,333,7160,SUPPORTED
1038,,15601,REFUTED
1039,334,7184,SUPPORTED
1040,,11306,SUPPORTED
1041,,11966,REFUTED
1042,,15551,REFUTED
1043,335,340,REFUTED
1044,,7186,REFUTED
1045,,11771,REFUTED
1046,,15443,REFUTED
1047,336,2312,SUPPORTED
1048,,7192,SUPPORTED
1049,,12644,SUPPORTED
1050,,14470,SUPPORTED
1051,337,7201,REFUTED
1052,,15487,REFUTED
1053,338,7264,REFUTED
1054,,7526,REFUTED
1055,,11788,REFUTED
1056,,16386,NOT ENOUGH INFORMATION
1057,339,7269,REFUTED
1058,,14790,REFUTED
1059,340,7276,SUPPORTED
1060,,13167,SUPPORTED
1061,,14460,SUPPORTED
1062,341,7294,SUPPORTED
1063,,14063,SUPPORTED
1064,342,4054,SUPPORTED
1065,,7300,NOT ENOUGH INFORMATION
1066,343,7309,SUPPORTED
1067,,13079,SUPPORTED
1068,344,1856,SUPPORTED
1069,,7312,SUPPORTED
1070,,14007,REFUTED
1071,,15365,REFUTED
1072,345,7314,NOT ENOUGH INFORMATION
1073,,9845,NOT ENOUGH INFORMATION
1074,,12188,NOT ENOUGH INFORMATION
1075,,15766,NOT ENOUGH INFORMATION
1076,346,1066,NOT ENOUGH INFORMATION
1077,,7322,NOT ENOUGH INFORMATION
1078,,12171,NOT ENOUGH INFORMATION
1079,,14751,SUPPORTED
1080,347,4895,SUPPORTED
1081,,7344,SUPPORTED
1082,,9100,SUPPORTED
1083,,15865,SUPPORTED
1084,348,1579,NOT ENOUGH INFORMATION
1085,,7346,SUPPORTED
1086,,15110,NOT ENOUGH INFORMATION
1087,349,7352,SUPPORTED
1088,,13983,REFUTED
1089,,15187,REFUTED
1090,350,7378,NOT ENOUGH INFORMATION
1091,,14229,NOT ENOUGH INFORMATION
1092,351,7379,SUPPORTED
1093,,14597,SUPPORTED
1094,352,2794,NOT ENOUGH INFORMATION
1095,,7384,REFUTED
1096,,14684,REFUTED
1097,353,4950,REFUTED
1098,,7424,REFUTED
1099,,14892,REFUTED
1100,354,7431,REFUTED
1101,,14079,NOT ENOUGH INFORMATION
1102,355,7432,NOT ENOUGH INFORMATION
1103,,11169,NOT ENOUGH INFORMATION
1104,,14238,REFUTED
1105,356,1326,NOT ENOUGH INFORMATION
1106,,7439,NOT ENOUGH INFORMATION
1107,,9885,NOT ENOUGH INFORMATION
1108,,15783,NOT ENOUGH INFORMATION
1109,357,7445,SUPPORTED
1110,,8863,NOT ENOUGH INFORMATION
1111,358,7451,REFUTED
1112,,13202,REFUTED
1113,,14731,REFUTED
1114,359,7509,SUPPORTED
1115,,14021,SUPPORTED
1116,360,7512,NOT ENOUGH INFORMATION
1117,,14738,SUPPORTED
1118,361,7521,SUPPORTED
1119,,9724,SUPPORTED
1120,,12650,SUPPORTED
1121,,13589,SUPPORTED
1122,,15053,SUPPORTED
1123,362,767,REFUTED
1124,,5938,REFUTED
1125,,7522,REFUTED
1126,,9470,REFUTED
1127,,11422,NOT ENOUGH INFORMATION
1128,,16305,NOT ENOUGH INFORMATION
1129,363,7523,SUPPORTED
1130,,16188,SUPPORTED
1131,364,4859,NOT ENOUGH INFORMATION
1132,,7528,SUPPORTED
1133,,8631,SUPPORTED
1134,,12686,SUPPORTED
1135,,14395,SUPPORTED
1136,365,7546,SUPPORTED
1137,,9180,SUPPORTED
1138,,9335,SUPPORTED
1139,366,7571,SUPPORTED
1140,,11044,SUPPORTED
1141,367,7633,REFUTED
1142,,10375,NOT ENOUGH INFORMATION
1143,368,7673,SUPPORTED
1144,,14631,SUPPORTED
1145,369,7680,NOT ENOUGH INFORMATION
1146,,11566,NOT ENOUGH INFORMATION
1147,,15413,NOT ENOUGH INFORMATION
1148,370,991,REFUTED
1149,,3428,REFUTED
1150,,5064,REFUTED
1151,,5936,REFUTED
1152,,7684,REFUTED
1153,,9477,REFUTED
1154,,11430,REFUTED
1155,,16158,SUPPORTED
1156,371,7685,SUPPORTED
1157,,13740,SUPPORTED
1158,,15677,SUPPORTED
1159,372,7728,NOT ENOUGH INFORMATION
1160,,11039,NOT ENOUGH INFORMATION
1161,373,954,NOT ENOUGH INFORMATION
1162,,7729,SUPPORTED
1163,,10867,SUPPORTED
1164,374,2694,NOT ENOUGH INFORMATION
1165,,7765,NOT ENOUGH INFORMATION
1166,,14557,NOT ENOUGH INFORMATION
1167,375,7768,REFUTED
1168,,14998,REFUTED
1169,376,7776,SUPPORTED
1170,,16030,SUPPORTED
1171,377,7778,SUPPORTED
1172,,12925,SUPPORTED
1173,,14614,SUPPORTED
1174,378,7793,NOT ENOUGH INFORMATION
1175,,9620,NOT ENOUGH INFORMATION
1176,379,948,SUPPORTED
1177,,7802,SUPPORTED
1178,,10086,SUPPORTED
1179,380,5778,NOT ENOUGH INFORMATION
1180,,7808,NOT ENOUGH INFORMATION
1181,,10586,NOT ENOUGH INFORMATION
1182,381,7840,SUPPORTED
1183,,11738,SUPPORTED
1184,,14076,NOT ENOUGH INFORMATION
1185,382,7841,NOT ENOUGH INFORMATION
1186,,13439,REFUTED
1187,,14683,REFUTED
1188,383,7842,SUPPORTED
1189,,15615,NOT ENOUGH INFORMATION
1190,384,7845,SUPPORTED
1191,,12189,SUPPORTED
1192,,13454,SUPPORTED
1193,,15919,NOT ENOUGH INFORMATION
1194,385,7849,SUPPORTED
1195,,11591,SUPPORTED
1196,,14122,REFUTED
1197,386,7854,NOT ENOUGH INFORMATION
1198,,14526,NOT ENOUGH INFORMATION
1199,387,7952,SUPPORTED
1200,,15011,SUPPORTED
1201,388,7956,REFUTED
1202,,15519,REFUTED
1203,389,7960,NOT ENOUGH INFORMATION
1204,,14094,NOT ENOUGH INFORMATION
1205,390,2187,SUPPORTED
1206,,5628,SUPPORTED
1207,,7968,SUPPORTED
1208,,11431,NOT ENOUGH INFORMATION
1209,,15829,SUPPORTED
1210,391,7971,REFUTED
1211,,11198,REFUTED
1212,,14963,SUPPORTED
1213,392,626,REFUTED
1214,,4975,REFUTED
1215,,7972,NOT ENOUGH INFORMATION
1216,,9681,NOT ENOUGH INFORMATION
1217,,14121,NOT ENOUGH INFORMATION
1218,393,860,SUPPORTED
1219,,2028,SUPPORTED
1220,,2374,SUPPORTED
1221,,8000,SUPPORTED
1222,,8730,SUPPORTED
1223,,9991,SUPPORTED
1224,394,8024,NOT ENOUGH INFORMATION
1225,,12201,REFUTED
1226,395,851,SUPPORTED
1227,,8050,SUPPORTED
1228,,11423,SUPPORTED
1229,,15189,NOT ENOUGH INFORMATION
1230,396,8056,SUPPORTED
1231,,11779,SUPPORTED
1232,,16354,SUPPORTED
1233,397,8061,REFUTED
1234,,16470,REFUTED
1235,398,3649,NOT ENOUGH INFORMATION
1236,,8122,NOT ENOUGH INFORMATION
1237,,13890,NOT ENOUGH INFORMATION
1238,399,4223,SUPPORTED
1239,,8128,SUPPORTED
1240,,14057,SUPPORTED
1241,400,8130,REFUTED
1242,,11922,REFUTED
1243,,14069,SUPPORTED
1244,401,8131,SUPPORTED
1245,,11741,SUPPORTED
1246,,14884,NOT ENOUGH INFORMATION
1247,402,1807,REFUTED
1248,,8132,REFUTED
1249,,14358,REFUTED
1250,403,3519,NOT ENOUGH INFORMATION
1251,,8133,SUPPORTED
1252,,14925,SUPPORTED
1253,404,8143,REFUTED
1254,,14975,REFUTED
1255,405,5646,SUPPORTED
1256,,8144,SUPPORTED
1257,,16459,SUPPORTED
1258,406,8145,REFUTED
1259,,15707,REFUTED
1260,407,8041,NOT ENOUGH INFORMATION
1261,,8232,NOT ENOUGH INFORMATION
1262,,14306,NOT ENOUGH INFORMATION
1263,408,8234,REFUTED
1264,,14990,REFUTED
1265,409,1630,SUPPORTED
1266,,8240,SUPPORTED
1267,,15431,SUPPORTED
1268,410,3534,SUPPORTED
1269,,8251,SUPPORTED
1270,,13355,SUPPORTED
1271,,14967,SUPPORTED
1272,411,8256,REFUTED
1273,,16411,REFUTED
1274,412,8257,REFUTED
1275,,12685,REFUTED
1276,,14130,REFUTED
1277,413,8299,SUPPORTED
1278,,12813,SUPPORTED
1279,414,8320,NOT ENOUGH INFORMATION
1280,,15282,NOT ENOUGH INFORMATION
1281,415,8321,NOT ENOUGH INFORMATION
1282,,15283,NOT ENOUGH INFORMATION
1283,416,6157,SUPPORTED
1284,,8322,SUPPORTED
1285,,15523,SUPPORTED
1286,417,8323,NOT ENOUGH INFORMATION
1287,,15412,NOT ENOUGH INFORMATION
1288,418,8324,SUPPORTED
1289,,14485,NOT ENOUGH INFORMATION
1290,419,5295,NOT ENOUGH INFORMATION
1291,,8328,SUPPORTED
1292,,10335,SUPPORTED
1293,,14705,NOT ENOUGH INFORMATION
1294,420,4121,REFUTED
1295,,8330,REFUTED
1296,,10188,REFUTED
1297,,12793,REFUTED
1298,,15667,REFUTED
1299,421,8336,REFUTED
1300,,14396,REFUTED
1301,422,456,NOT ENOUGH INFORMATION
1302,,4190,NOT ENOUGH INFORMATION
1303,,6252,NOT ENOUGH INFORMATION
1304,,8384,NOT ENOUGH INFORMATION
1305,,14167,NOT ENOUGH INFORMATION
1306,423,2674,NOT ENOUGH INFORMATION
1307,,4677,NOT ENOUGH INFORMATION
1308,,8386,NOT ENOUGH INFORMATION
1309,,10314,NOT ENOUGH INFORMATION
1310,,11735,NOT ENOUGH INFORMATION
1311,,14558,NOT ENOUGH INFORMATION
1312,424,658,SUPPORTED
1313,,4393,SUPPORTED
1314,,8391,SUPPORTED
1315,,11759,SUPPORTED
1316,,13045,REFUTED
1317,,14801,NOT ENOUGH INFORMATION
1318,425,8392,NOT ENOUGH INFORMATION
1319,,12649,REFUTED
1320,,15723,NOT ENOUGH INFORMATION
1321,426,8394,SUPPORTED
1322,,15055,SUPPORTED
1323,427,7559,SUPPORTED
1324,,8410,SUPPORTED
1325,,10148,SUPPORTED
1326,428,3404,SUPPORTED
1327,,8448,SUPPORTED
1328,,10814,SUPPORTED
1329,,13399,SUPPORTED
1330,,14140,SUPPORTED
1331,429,3917,REFUTED
1332,,8457,REFUTED
1333,,15262,REFUTED
1334,430,8467,NOT ENOUGH INFORMATION
1335,,14955,NOT ENOUGH INFORMATION
1336,431,3501,REFUTED
1337,,8472,REFUTED
1338,,11597,REFUTED
1339,,15875,REFUTED
1340,432,8473,SUPPORTED
1341,,15122,SUPPORTED
1342,433,8529,SUPPORTED
1343,,14058,SUPPORTED
1344,434,6247,NOT ENOUGH INFORMATION
1345,,8531,NOT ENOUGH INFORMATION
1346,,15004,REFUTED
1347,435,8537,SUPPORTED
1348,,9271,SUPPORTED
1349,,15177,SUPPORTED
1350,436,3332,REFUTED
1351,,8538,REFUTED
1352,,14487,REFUTED
1353,437,8545,SUPPORTED
1354,,11954,SUPPORTED
1355,,14494,SUPPORTED
1356,438,497,SUPPORTED
1357,,3827,SUPPORTED
1358,,8546,SUPPORTED
1359,,12338,SUPPORTED
1360,,14950,SUPPORTED
1361,439,7062,SUPPORTED
1362,,8547,SUPPORTED
1363,,13061,SUPPORTED
1364,,15983,SUPPORTED
1365,440,4907,SUPPORTED
1366,,8548,SUPPORTED
1367,,12510,SUPPORTED
1368,,13610,SUPPORTED
1369,,16167,SUPPORTED
1370,441,111,SUPPORTED
1371,,4954,SUPPORTED
1372,,8617,NOT ENOUGH INFORMATION
1373,,13301,NOT ENOUGH INFORMATION
1374,,14764,NOT ENOUGH INFORMATION
1375,442,438,NOT ENOUGH INFORMATION
1376,,3444,REFUTED
1377,,8622,REFUTED
1378,,10326,SUPPORTED
1379,,15612,SUPPORTED
1380,443,8623,SUPPORTED
1381,,15727,SUPPORTED
1382,444,798,NOT ENOUGH INFORMATION
1383,,4149,SUPPORTED
1384,,8624,SUPPORTED
1385,,9781,SUPPORTED
1386,,14803,SUPPORTED
1387,445,8704,NOT ENOUGH INFORMATION
1388,,14268,NOT ENOUGH INFORMATION
1389,446,8753,SUPPORTED
1390,,11796,SUPPORTED
1391,447,8787,REFUTED
1392,,14443,NOT ENOUGH INFORMATION
1393,448,8789,REFUTED
1394,,15151,REFUTED
1395,449,5517,NOT ENOUGH INFORMATION
1396,,8794,NOT ENOUGH INFORMATION
1397,,14812,NOT ENOUGH INFORMATION
1398,450,8795,REFUTED
1399,,16091,REFUTED
1400,451,7615,NOT ENOUGH INFORMATION
1401,,8796,NOT ENOUGH INFORMATION
1402,452,5848,NOT ENOUGH INFORMATION
1403,,8816,NOT ENOUGH INFORMATION
1404,,10087,NOT ENOUGH INFORMATION
1405,453,8837,SUPPORTED
1406,,13078,SUPPORTED
1407,454,8846,SUPPORTED
1408,,14646,REFUTED
1409,455,6973,REFUTED
1410,,8848,NOT ENOUGH INFORMATION
1411,,14661,NOT ENOUGH INFORMATION
1412,456,1620,NOT ENOUGH INFORMATION
1413,,4599,NOT ENOUGH INFORMATION
1414,,8849,NOT ENOUGH INFORMATION
1415,,15150,NOT ENOUGH INFORMATION
1416,457,8856,SUPPORTED
1417,,16334,NOT ENOUGH INFORMATION
1418,458,8857,SUPPORTED
1419,,14725,SUPPORTED
1420,459,8858,REFUTED
1421,,16215,REFUTED
1422,460,8861,SUPPORTED
1423,,16494,SUPPORTED
1424,461,2399,NOT ENOUGH INFORMATION
1425,,7189,NOT ENOUGH INFORMATION
1426,,8864,NOT ENOUGH INFORMATION
1427,462,7786,REFUTED
1428,,8865,NOT ENOUGH INFORMATION
1429,463,4069,SUPPORTED
1430,,8867,NOT ENOUGH INFORMATION
1431,464,3030,SUPPORTED
1432,,8872,SUPPORTED
1433,465,8935,NOT ENOUGH INFORMATION
1434,,13215,NOT ENOUGH INFORMATION
1435,466,8941,SUPPORTED
1436,,14407,SUPPORTED
1437,467,8955,SUPPORTED
1438,,12780,SUPPORTED
1439,,15038,SUPPORTED
1440,468,8046,SUPPORTED
1441,,8957,SUPPORTED
1442,,13853,SUPPORTED
1443,,14226,NOT ENOUGH INFORMATION
1444,469,6563,NOT ENOUGH INFORMATION
1445,,8960,NOT ENOUGH INFORMATION
1446,,16357,NOT ENOUGH INFORMATION
1447,470,4972,NOT ENOUGH INFORMATION
1448,,8961,SUPPORTED
1449,,16374,NOT ENOUGH INFORMATION
1450,471,8965,REFUTED
1451,,16478,REFUTED
1452,472,9024,REFUTED
1453,,14165,REFUTED
1454,473,9032,SUPPORTED
1455,,15206,NOT ENOUGH INFORMATION
1456,474,9033,REFUTED
1457,,9098,REFUTED
1458,,13605,REFUTED
1459,,14947,REFUTED
1460,475,3035,NOT ENOUGH INFORMATION
1461,,9035,NOT ENOUGH INFORMATION
1462,,14012,NOT ENOUGH INFORMATION
1463,,15483,NOT ENOUGH INFORMATION
1464,476,9089,NOT ENOUGH INFORMATION
1465,,14042,NOT ENOUGH INFORMATION
1466,477,9090,NOT ENOUGH INFORMATION
1467,,14428,NOT ENOUGH INFORMATION
1468,478,9096,SUPPORTED
1469,,11774,SUPPORTED
1470,,13603,SUPPORTED
1471,,15337,SUPPORTED
1472,479,9157,SUPPORTED
1473,,14486,SUPPORTED
1474,480,9159,SUPPORTED
1475,,14935,SUPPORTED
1476,481,8052,SUPPORTED
1477,,9160,SUPPORTED
1478,,13731,SUPPORTED
1479,,16134,SUPPORTED
1480,482,9161,REFUTED
1481,,11010,REFUTED
1482,,13455,REFUTED
1483,,14370,REFUTED
1484,483,9162,NOT ENOUGH INFORMATION
1485,,14943,NOT ENOUGH INFORMATION
1486,484,9164,NOT ENOUGH INFORMATION
1487,,14861,NOT ENOUGH INFORMATION
1488,485,9209,SUPPORTED
1489,,14461,NOT ENOUGH INFORMATION
1490,486,9212,SUPPORTED
1491,,14590,SUPPORTED
1492,487,1844,SUPPORTED
1493,,9218,SUPPORTED
1494,488,5878,REFUTED
1495,,7093,NOT ENOUGH INFORMATION
1496,,9220,NOT ENOUGH INFORMATION
1497,489,9265,NOT ENOUGH INFORMATION
1498,,12303,NOT ENOUGH INFORMATION
1499,,14756,SUPPORTED
1500,490,9268,NOT ENOUGH INFORMATION
1501,,14189,NOT ENOUGH INFORMATION
1502,491,9270,NOT ENOUGH INFORMATION
1503,,13854,NOT ENOUGH INFORMATION
1504,,14693,NOT ENOUGH INFORMATION
1505,492,879,SUPPORTED
1506,,4831,SUPPORTED
1507,,9273,SUPPORTED
1508,,15437,SUPPORTED
1509,493,9277,NOT ENOUGH INFORMATION
1510,,15207,SUPPORTED
1511,494,9280,NOT ENOUGH INFORMATION
1512,,16107,NOT ENOUGH INFORMATION
1513,495,702,SUPPORTED
1514,,5357,SUPPORTED
1515,,9321,SUPPORTED
1516,,11902,SUPPORTED
1517,,14154,NOT ENOUGH INFORMATION
1518,496,9329,REFUTED
1519,,13039,REFUTED
1520,,14789,REFUTED
1521,497,9331,NOT ENOUGH INFORMATION
1522,,15791,NOT ENOUGH INFORMATION
1523,498,9333,REFUTED
1524,,15845,REFUTED
1525,499,9334,SUPPORTED
1526,,14118,NOT ENOUGH INFORMATION
1527,500,9368,SUPPORTED
1528,,14420,SUPPORTED
1529,501,3433,REFUTED
1530,,7450,REFUTED
1531,,9377,REFUTED
1532,,12661,REFUTED
1533,,13863,SUPPORTED
1534,,15074,SUPPORTED
1535,502,1229,SUPPORTED
1536,,9378,REFUTED
1537,,15083,SUPPORTED
1538,503,9380,NOT ENOUGH INFORMATION
1539,,14732,NOT ENOUGH INFORMATION
1540,504,9416,SUPPORTED
1541,,16166,NOT ENOUGH INFORMATION
1542,505,1495,SUPPORTED
1543,,3615,SUPPORTED
1544,,9417,SUPPORTED
1545,,16170,SUPPORTED
1546,506,9418,SUPPORTED
1547,,15218,SUPPORTED
1548,507,9419,SUPPORTED
1549,,15847,SUPPORTED
1550,508,9464,NOT ENOUGH INFORMATION
1551,,14873,NOT ENOUGH INFORMATION
1552,509,9466,SUPPORTED
1553,,15159,SUPPORTED
1554,510,2085,SUPPORTED
1555,,9472,SUPPORTED
1556,,13335,SUPPORTED
1557,,14933,SUPPORTED
1558,511,9473,REFUTED
1559,,11303,REFUTED
1560,,11960,REFUTED
1561,,13730,REFUTED
1562,,14939,REFUTED
1563,512,8397,REFUTED
1564,,8464,REFUTED
1565,,9476,REFUTED
1566,,11579,REFUTED
1567,,14505,REFUTED
1568,513,8629,SUPPORTED
1569,,9480,SUPPORTED
1570,,15220,SUPPORTED
1571,514,9528,NOT ENOUGH INFORMATION
1572,,14415,NOT ENOUGH INFORMATION
1573,515,3642,SUPPORTED
1574,,9328,REFUTED
1575,,9536,REFUTED
1576,,14682,NOT ENOUGH INFORMATION
1577,516,9537,NOT ENOUGH INFORMATION
1578,,13323,NOT ENOUGH INFORMATION
1579,,13714,NOT ENOUGH INFORMATION
1580,,13974,NOT ENOUGH INFORMATION
1581,,15035,SUPPORTED
1582,517,9538,SUPPORTED
1583,,12783,SUPPORTED
1584,,13445,SUPPORTED
1585,,14483,SUPPORTED
1586,518,9545,NOT ENOUGH INFORMATION
1587,,16396,NOT ENOUGH INFORMATION
1588,519,3167,SUPPORTED
1589,,9546,SUPPORTED
1590,,15119,SUPPORTED
1591,520,3412,REFUTED
1592,,5912,SUPPORTED
1593,,9402,SUPPORTED
1594,,9581,SUPPORTED
1595,,11797,SUPPORTED
1596,521,9594,SUPPORTED
1597,,13486,NOT ENOUGH INFORMATION
1598,522,9606,NOT ENOUGH INFORMATION
1599,,14302,NOT ENOUGH INFORMATION
1600,523,9609,NOT ENOUGH INFORMATION
1601,,14093,NOT ENOUGH INFORMATION
1602,524,5434,SUPPORTED
1603,,9618,NOT ENOUGH INFORMATION
1604,525,4823,NOT ENOUGH INFORMATION
1605,,9625,NOT ENOUGH INFORMATION
1606,526,4387,REFUTED
1607,,9626,REFUTED
1608,527,9675,SUPPORTED
1609,,14340,SUPPORTED
1610,528,9420,SUPPORTED
1611,,9679,SUPPORTED
1612,,12799,SUPPORTED
1613,,14255,SUPPORTED
1614,529,9682,REFUTED
1615,,16220,REFUTED
1616,530,9686,SUPPORTED
1617,,14134,NOT ENOUGH INFORMATION
1618,531,9725,NOT ENOUGH INFORMATION
1619,,14591,NOT ENOUGH INFORMATION
1620,532,9728,REFUTED
1621,,16378,REFUTED
1622,533,9729,SUPPORTED
1623,,16399,SUPPORTED
1624,534,9730,SUPPORTED
1625,,16487,SUPPORTED
1626,535,9731,SUPPORTED
1627,,14399,SUPPORTED
1628,536,1058,SUPPORTED
1629,,9779,SUPPORTED
1630,,13181,SUPPORTED
1631,,14699,SUPPORTED
1632,537,1125,NOT ENOUGH INFORMATION
1633,,9780,NOT ENOUGH INFORMATION
1634,,13182,NOT ENOUGH INFORMATION
1635,,14700,REFUTED
1636,538,2593,SUPPORTED
1637,,9784,SUPPORTED
1638,,13602,SUPPORTED
1639,,14940,SUPPORTED
1640,539,2245,NOT ENOUGH INFORMATION
1641,,9786,REFUTED
1642,,15999,REFUTED
1643,540,9840,SUPPORTED
1644,,14203,NOT ENOUGH INFORMATION
